image_id,split,subset,target_present,target_class,distractor_classes,background_source,foreground_asset_source,background_type,background_path,background_filename,object_size_px,distance_bin,gaussian_noise_sigma,blur_level,contrast_level,lighting,difficulty,target_bbox,target_asset_id,distractor_bboxes,distractor_asset_ids,pasted_object_summary,bbox,asset_id,seed,foreground_asset_path,foreground_asset_id,foreground_source_dataset,generation_seed,background_id,background_category,drone_present,drone_asset_id,drone_bbox_x,drone_bbox_y,drone_bbox_w,drone_bbox_h,drone_size_px,distractor_present,distractor_type,distractor_asset_id,distractor_bbox_x,distractor_bbox_y,distractor_bbox_w,distractor_bbox_h,distractor_size_px,noise_sigma,blur_type,blur_strength,image_path,label_path,placement_mode,placement_region_x_min,placement_region_x_max,placement_region_y_min,placement_region_y_max,drone_center_x,drone_center_y,distractor_center_x,distractor_center_y,drone_distractor_iou,placement_attempts,split_name
img_000970.png,full_curated_v1,synthetic_distractor_only,False,none,"[""bird""]",manual_curated,processed,clear_upper_sky,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\processed\backgrounds_sky_approved\images\Places365_val_00001019.jpg,Places365_val_00001019.jpg,30,mid,20,mild,normal,day,hard,[],,"[[441, 98, 30, 26]]","[""bird_101_jpeg_jpg.rf.27d6814da4a823341dc836782cb9408e""]",distractor:bird:bird_101_jpeg_jpg.rf.27d6814da4a823341dc836782cb9408e,"[441, 98, 30, 26]",bird_101_jpeg_jpg.rf.27d6814da4a823341dc836782cb9408e,1011,,,,1011,Places365_val_00001019,clear_upper_sky,False,,,,,,,True,bird,bird_101_jpeg_jpg.rf.27d6814da4a823341dc836782cb9408e,441.0,98.0,30.0,26.0,30.0,20,mild,3,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\images\img_000970.png,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\labels\img_000970.txt,upper_sky,0.05,0.95,0.03,0.55,,,456.0,111.0,,1,train
img_002989.png,full_curated_v1,synthetic_distractor_only,False,none,"[""airplane""]",manual_curated,processed,sky_with_natural_landscape,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\processed\backgrounds_sky_approved\images\Places365_val_00000767.jpg,Places365_val_00000767.jpg,60,near,20,mild,normal,day,medium,[],,"[[93, 25, 60, 16]]","[""airplane_TF_PLANE_6146""]",distractor:airplane:airplane_TF_PLANE_6146,"[93, 25, 60, 16]",airplane_TF_PLANE_6146,3030,,,,3030,Places365_val_00000767,sky_with_natural_landscape,False,,,,,,,True,airplane,airplane_TF_PLANE_6146,93.0,25.0,60.0,16.0,60.0,20,mild,3,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\images\img_002989.png,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\labels\img_002989.txt,upper_sky,0.05,0.95,0.03,0.55,,,123.0,33.0,,1,train
img_000645.png,full_curated_v1,synthetic_distractor_only,False,none,"[""airplane""]",manual_curated,processed,sky_with_natural_landscape,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\processed\backgrounds_sky_approved\images\Places365_val_00001374.jpg,Places365_val_00001374.jpg,60,near,10,mild,normal,day,medium,[],,"[[74, 207, 60, 15]]","[""airplane_TF_PLANE_1402""]",distractor:airplane:airplane_TF_PLANE_1402,"[74, 207, 60, 15]",airplane_TF_PLANE_1402,686,,,,686,Places365_val_00001374,sky_with_natural_landscape,False,,,,,,,True,airplane,airplane_TF_PLANE_1402,74.0,207.0,60.0,15.0,60.0,10,mild,3,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\images\img_000645.png,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\labels\img_000645.txt,upper_sky,0.05,0.95,0.03,0.55,,,104.0,214.5,,1,train
img_001511.png,full_curated_v1,synthetic_distractor_only,False,none,"[""airplane""]",manual_curated,processed,sky_with_natural_landscape,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\processed\backgrounds_sky_approved\images\Places365_val_00000453.jpg,Places365_val_00000453.jpg,100,near,10,none,normal,day,easy,[],,"[[272, 298, 100, 78]]","[""airplane_000000167540""]",distractor:airplane:airplane_000000167540,"[272, 298, 100, 78]",airplane_000000167540,1552,,,,1552,Places365_val_00000453,sky_with_natural_landscape,False,,,,,,,True,airplane,airplane_000000167540,272.0,298.0,100.0,78.0,100.0,10,none,0,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\images\img_001511.png,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\labels\img_001511.txt,upper_sky,0.05,0.95,0.03,0.55,,,322.0,337.0,,1,train
img_003154.png,full_curated_v1,synthetic_distractor_only,False,none,"[""airplane""]",manual_curated,processed,cloudy_sky,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\processed\backgrounds_sky_approved\images\Places365_val_00000803.jpg,Places365_val_00000803.jpg,60,near,20,none,normal,day,medium,[],,"[[158, 40, 60, 22]]","[""airplane_images (14)""]",distractor:airplane:airplane_images (14),"[158, 40, 60, 22]",airplane_images (14),3195,,,,3195,Places365_val_00000803,cloudy_sky,False,,,,,,,True,airplane,airplane_images (14),158.0,40.0,60.0,22.0,60.0,20,none,0,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\images\img_003154.png,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\labels\img_003154.txt,upper_sky,0.05,0.95,0.03,0.55,,,188.0,51.0,,1,train
img_002457.png,full_curated_v1,synthetic_distractor_only,False,none,"[""airplane""]",manual_curated,processed,sky_with_natural_landscape,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\processed\backgrounds_sky_approved\images\Places365_val_00000658.jpg,Places365_val_00000658.jpg,15,far,0,mild,normal,day,medium,[],,"[[151, 64, 15, 4]]","[""airplane_TF_PLANE_2485""]",distractor:airplane:airplane_TF_PLANE_2485,"[151, 64, 15, 4]",airplane_TF_PLANE_2485,2498,,,,2498,Places365_val_00000658,sky_with_natural_landscape,False,,,,,,,True,airplane,airplane_TF_PLANE_2485,151.0,64.0,15.0,4.0,15.0,0,mild,3,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\images\img_002457.png,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\labels\img_002457.txt,upper_sky,0.05,0.95,0.03,0.55,,,158.5,66.0,,1,train
img_000890.png,full_curated_v1,synthetic_distractor_only,False,none,"[""airplane""]",manual_curated,processed,cloudy_sky,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\processed\backgrounds_sky_approved\images\Places365_val_00001296.jpg,Places365_val_00001296.jpg,100,near,10,none,normal,day,easy,[],,"[[457, 122, 100, 35]]","[""airplane_TF_PLANE_2650""]",distractor:airplane:airplane_TF_PLANE_2650,"[457, 122, 100, 35]",airplane_TF_PLANE_2650,931,,,,931,Places365_val_00001296,cloudy_sky,False,,,,,,,True,airplane,airplane_TF_PLANE_2650,457.0,122.0,100.0,35.0,100.0,10,none,0,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\images\img_000890.png,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\labels\img_000890.txt,upper_sky,0.05,0.95,0.03,0.55,,,507.0,139.5,,1,train
img_003576.png,full_curated_v1,synthetic_distractor_only,False,none,"[""airplane""]",manual_curated,processed,cloudy_sky,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\processed\backgrounds_sky_approved\images\Places365_val_00000417.jpg,Places365_val_00000417.jpg,100,near,10,none,normal,day,easy,[],,"[[382, 131, 100, 78]]","[""airplane_000000379453""]",distractor:airplane:airplane_000000379453,"[382, 131, 100, 78]",airplane_000000379453,3617,,,,3617,Places365_val_00000417,cloudy_sky,False,,,,,,,True,airplane,airplane_000000379453,382.0,131.0,100.0,78.0,100.0,10,none,0,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\images\img_003576.png,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\labels\img_003576.txt,upper_sky,0.05,0.95,0.03,0.55,,,432.0,170.0,,1,train
img_000444.png,full_curated_v1,synthetic_distractor_only,False,none,"[""bird""]",manual_curated,processed,sky_with_natural_landscape,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\processed\backgrounds_sky_approved\images\Places365_val_00000391.jpg,Places365_val_00000391.jpg,15,far,10,mild,normal,day,hard,[],,"[[185, 260, 15, 13]]","[""bird_BirdsFlying_27_jpg.rf.4819331860da43937625117f4ee7b9fc""]",distractor:bird:bird_BirdsFlying_27_jpg.rf.4819331860da43937625117f4ee7b9fc,"[185, 260, 15, 13]",bird_BirdsFlying_27_jpg.rf.4819331860da43937625117f4ee7b9fc,485,,,,485,Places365_val_00000391,sky_with_natural_landscape,False,,,,,,,True,bird,bird_BirdsFlying_27_jpg.rf.4819331860da43937625117f4ee7b9fc,185.0,260.0,15.0,13.0,15.0,10,mild,3,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\images\img_000444.png,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\labels\img_000444.txt,upper_sky,0.05,0.95,0.03,0.55,,,192.5,266.5,,1,train
img_000440.png,full_curated_v1,synthetic_distractor_only,False,none,"[""airplane""]",manual_curated,processed,clear_upper_sky,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\processed\backgrounds_sky_approved\images\Places365_val_00001404.jpg,Places365_val_00001404.jpg,100,near,0,mild,normal,day,easy,[],,"[[480, 165, 100, 46]]","[""airplane_images (21)""]",distractor:airplane:airplane_images (21),"[480, 165, 100, 46]",airplane_images (21),481,,,,481,Places365_val_00001404,clear_upper_sky,False,,,,,,,True,airplane,airplane_images (21),480.0,165.0,100.0,46.0,100.0,0,mild,3,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\images\img_000440.png,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\labels\img_000440.txt,upper_sky,0.05,0.95,0.03,0.55,,,530.0,188.0,,1,train
img_002956.png,full_curated_v1,synthetic_distractor_only,False,none,"[""airplane""]",manual_curated,processed,cloudy_sky,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\processed\backgrounds_sky_approved\images\Places365_val_00000230.jpg,Places365_val_00000230.jpg,30,mid,20,mild,normal,day,hard,[],,"[[371, 297, 30, 6]]","[""airplane_000000383621""]",distractor:airplane:airplane_000000383621,"[371, 297, 30, 6]",airplane_000000383621,2997,,,,2997,Places365_val_00000230,cloudy_sky,False,,,,,,,True,airplane,airplane_000000383621,371.0,297.0,30.0,6.0,30.0,20,mild,3,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\images\img_002956.png,C:\Users\micha\Documents\studies\Masters\practical generative ai for images and audio\project\project_implementation\Synthetic Stress Testing for Skyborne Drone Identification\data\synthetic\full_curated_v1\labels\img_002956.txt,upper_sky,0.05,0.95,0.03,0.55,,,386.0,300.0,,1,train
